Document Title,¤¤¤å¼ÐÃD,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Matching images with textual document using TFIDF method,¨Ï¥ÎTFIDF¤èªk±N¹Ï¹³»P¤å¥»¤åÀÉ¤Ç°t,P. D. Arnesia; S. Madenda,"Information System Department, Gunadarma University, Depok, Indonesia; Information Technology Department, STMIK Jakarta STI&K, Jakarta, Indonesia",2012 5th International Congress on Image and Signal Processing,25-Feb-13,2012,,,1283,1289,"Image is used in any field, starting from newspapers, magazines, web sites, movie posters, up to scientific researches to enhance the story effects of the images. Editors, journalists, brochure illustrators, taxonomists in biological science, DNA research scientists, star classifying astronomers rely heavily on images appropriate with the accompanying texts. Sometimes the images themselves are more important than the accompanying texts. Then it is very important to find the best images to illustrate the text. This research consists of two stages, namely database forming stage and text-based image retrieval stage. As a tool to build a database for keywords or texts or documents annotated images, MIRA (Multimedia Information Retrieval Application) is employed. An application of TFIDF algorithm into MIRA is used to determine the weight of a term or word in a text or document that annotates an image and then compared to keywords extracted from a text or document. In this study, we compared the results of image search using Google search engine with our system, MIRA. Based on the results of text-based image retrieval using keyterm, it can be concluded that image search is successfully distributed. The developed system which is textbased image retrieval is capable of image searching which suit the hopes with optimal results.",,978-1-4673-0964-6,10.1109/CISP.2012.6469720,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6469720,Keyword;keyterm;TFIDF,Image retrieval;Google;Information retrieval;Frequency measurement;Multimedia communication;Image color analysis,content-based retrieval;document image processing;image matching;image retrieval;multimedia systems;search engines,image searching;keyterm;Google search engine;multimedia information retrieval application;MIRA;text-based image retrieval stage;database forming stage;TFIDF method;textual document;image matching,,1,,17,,25-Feb-13,,,IEEE,IEEE Conferences
Study for FAQ Processing in Internet Automatic Sales System,¤¬Ápºô¦Û°Ê¾P°â¨t²Î±`¨£°ÝÃD³B²z¬ã¨s,Z. Pu; B. Wang; L. Yang,NA; NA; NA,2010 International Forum on Information Technology and Applications,11-Nov-10,2010,2,,234,236,"Internet Automatic Sales System is be used to assist people in net business. Since part of the talking continent in purchasing is always asked frequently, so the statistic method like TFIDF is applied to deal this issue. Based on the experiment situation, baseline system based on TFIDF achieved very good effect. But the classic algorithm is not enough to reach real application requirement, the Dice method is introduced here. By using ANN linear regression, the coefficient between TFIDF and Dice has been gotten, and the new sentence similarity calculating algorithm improves the baseline system's performance. This paper just aimed at special field and used limited size of corpora. So FAQ (Frequently Asked Questions) is just one part of sales process QA (Question Answering) and other fields need more analysis and research in the future.",,978-1-4244-7622-0,10.1109/IFITA.2010.346,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5634836,Automatic Sales System;TFIDF;Dice;ANN;FAQ,Marketing and sales;Artificial neural networks;Internet;Databases;Linear regression;Computational modeling;Testing,Internet;neural nets;query processing;regression analysis;sales management,frequently asked questions processing;Internet automatic sales system;statistic method;TFIDF;Dice method;ANN linear regression;sentence similarity calculating algorithm;baseline system performance;question answering,,,,8,,11-Nov-10,,,IEEE,IEEE Conferences
Efficiency of TR-Classifier versus TFIDF,TR¤ÀÃþ¾¹»PTFIDFªº®Ä²v,M. Abbas; K. SmaÃ¯li; D. Berkani,"Speech Process. Lab., crstdla, Algiers, Algeria; Parole Team, Inria-Loria, Nancy, France; Signal & Commun. Lab., Nat. Polytech. Sch., Algiers, Algeria",2010 First International Conference on Integrated Intelligent Computing,16-Sep-10,2010,,,233,237,"In this paper, we present a method of topic identification based on computing triggers pairs: TR-classifier (Triggers-based classifier). Indeed, it is used for the purpose to identify topics of texts. Hence, the first step to be realized is the construction of a vocabulary for each topic. Topic vocabularies are composed of words ranked according to their frequencies from the maximum to the minimum. We note that the size of each topic vocabulary is 400. For each word of the vocabulary, average mutual information (AMI) is calculated. The used triggers are selected according to the highest AMI values. In order to evaluate the TR Classifier, we compared it to the well-known TFIDF.",,978-1-4244-7963-4,10.1109/ICIIC.2010.60,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5571449,,Vocabulary;History;Mutual information;Adaptation model;Educational institutions;Speech;Computers,classification;text analysis;vocabulary,topic identification;triggers pairs;TR-classifier;triggers-based classifier;text topic;topic vocabulary;average mutual information,,,,20,,16-Sep-10,,,IEEE,IEEE Conferences
An Empirical Study on the Classification of Chinese News Articles by Machine Learning and Deep Learning Techniques,¾÷¾¹¾Ç²ß©M²`«×¾Ç²ß§Þ³N¹ï¤¤°ê·s»D¤å³¹¤ÀÃþªº¹êÃÒ¬ã¨s,C. Huang; Y. Jiang,"National Yunlin University of Science and Technology,Department of Information Management,Taiwan, R.O.C.; National Yunlin University of Science and Technology,Department of Information Management,Taiwan, R.O.C.",2019 International Conference on Machine Learning and Cybernetics (ICMLC),6-Jan-20,2019,,,1,6,"This study compares Chinese news classification results of machine learning (ML) and deep learning (DL). In processing ML, we chose Support Vector Machine (SVM) and Naive Bayes (NB) to form three models: Word2Vec-SVM, TFIDF-SVM, and TFIDF-NB. Since NB assumes that the words are independent, this is different from the concept of related word distribution in Word2Vec, so the combination with NB is excluded. In processing DL, we adopted Bidirectional Long Short-Term Memory (Bi-LSTM), Long Short-Term Memory (LSTM) and Convolutional Neural Network (CNN), and used Word2Vec for word embedding. Experimental results showed that with proper word preprocessing, the difference of classification accuracy of ML and DL models is actually very small. Although the results show that Bi-LSTM performs the most accurate and has the lowest Loss compared to other DL techniques, its implementation process is the most time consuming. This study affirms the excellent results of CNN, while its Loss is the highest of the DL models. We also found that Word2Vec-SVM was superior to TFIDF-SVM in terms of efficiency, but its accuracy is not as good as expected. To summarize the classification accuracy in Bi-LSTM, LSTM, CNN, Word2vec-SVM, TFIDF-SVM, and NB are 89.3%, 88%, and 87.54%, 85.32%, 87.35%, 86.56%, respectively.",2160-1348,978-1-7281-2816-0,10.1109/ICMLC48188.2019.8949309,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949309,Machine learning;Deep learning;TFIDF;Word2Vec;News classification,,Bayes methods;convolutional neural nets;learning (artificial intelligence);natural language processing;pattern classification;support vector machines;text analysis,convolutional neural network;Bidirectional Long Short-Term Memory;related word distribution;TFIDF-NB;ML;Chinese news classification results;deep learning techniques;Machine learning;Chinese news articles;TFIDF-SVM;Word2Vec-SVM;classification accuracy;word preprocessing;word embedding;Bi-LSTM,,,,14,,6-Jan-20,,,IEEE,IEEE Conferences
Technology Research of Tibetan Hot Topics Extraction,ÂÃ±Ú¼öÂI¸ÜÃD´£¨ú§Þ³N¬ã¨s,G. Xu; L. Qiu,"Sch. of Inf. Eng., Minzu Univ. of China, Beijing, China; Sch. of Inf. Eng., Minzu Univ. of China, Beijing, China",2015 IEEE 29th International Conference on Advanced Information Networking and Applications Workshops,30-Apr-15,2015,,,204,208,"With the increase of a large numbers of Tibetan information, Tibetan text processing has become popular and important. Tibetan hot topics extraction has become one of the Tibetan information analysis tools. This paper describes a method of the hot topics extraction from Tibetan text. First, construction of the dataset is described. Second, Tibetan word segmentation is presented. Third, the feature selection and the text representation are conducted. The classical TFIDF is used to calculate the weights of features. At last, statistical-based method is utilized to extract the hot topics. The experiment shows it can extract the topics effectively and the results can reflect the characteristics of hot topic category. It is helpful and meaningful for text classification, information retrieval as well as construction of high-quality corpus.",,978-1-4799-1775-4,10.1109/WAINA.2015.17,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7096173,tibetan information processing;hot topic extraction;feature selection;TFIDF weighting calculation,Feature extraction;XML;Text categorization;Information retrieval;Information processing;Monitoring,feature selection;information retrieval;linguistics;natural language processing;pattern classification;statistical analysis;text analysis;word processing,Tibetan hot topic extraction;high-quality corpus;information retrieval;text classification;statistical-based method;TFIDF;text representation;feature selection;Tibetan word segmentation;Tibetan information analysis tools;Tibetan text processing,,,,16,,30-Apr-15,,,IEEE,IEEE Conferences
Text categorization based on improved Rocchio algorithm,°ò©ó§ï¶iªºRocchioºâªkªº¤å¥»¤ÀÃþ,G. Gao; S. Guan,"Department of Automation, University of Science and Technology of China, Hefei, China; Department of Automation, University of Science and Technology of China, Hefei, China",2012 International Conference on Systems and Informatics (ICSAI2012),25-Jun-12,2012,,,2247,2250,"Text categorization is used to assign each text document to predefined categories. This paper presents a new text classification method for classifying Chinese text based on Rocchio algorithm. We firstly use the TFIDF to extract document vectors from the training documents which have been correctly categorized, and then use those document vectors to generate codebooks as classification models using the LBG and Rocchio algorithm. The codebook is then used to categorize the target documents using vector scores. We tested this method in the experiment and the result shows that this method can achieve better performance.",,978-1-4673-0199-2,10.1109/ICSAI.2012.6223499,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6223499,TFIDF;Text Categorization;LBG;Rocchio Algorithm,Classification algorithms;Support vector machine classification;Text categorization;Computational modeling;Vectors;Algorithm design and analysis;Training data,natural language processing;text analysis;vectors,text categorization;improved Rocchio algorithm;text document;text classification method;Chinese text;TFIDF;training documents;codebooks;LBG;target documents;vector scores,,5,,5,,25-Jun-12,,,IEEE,IEEE Conferences
Automated Hate Speech Detection on Twitter,Twitter¤Wªº¦Û°Ê¤³«ë»y­µÀË´ú,G. Koushik; K. Rajeswari; S. K. Muthusamy,"Pimpri Chinchwad College of Engineering,Department of Computer Engineering,Pune,India; Pimpri Chinchwad College of Engineering,Department of Computer Engineering,Pune,India; FCA-ICT Inbound Logistics and Supply Chain,System Technology Group,Michigan,USA","2019 5th International Conference On Computing, Communication, Control And Automation (ICCUBEA)",30-Jun-20,2019,,,1,4,"With the sudden increase in micro-blogging websites such as Twitter, Facebook, and Tumbler, the communication between people becomes indirect and reliable; people from different educational backgrounds, cultures share their opinion on different aspects of life every day. This has resulted in conflicts among people. As a result, the use of hate speech becomes a very serious problem. Manual detection of such content from these websites is a very tedious task. Hate speech is the use of aggressive, violent or offensive language which targets a specific group of people sharing common property, this property can be their gender, ethnic group or their believes and regions. The proposed model is capable to detect hate content on Twitter automatically. This approach is based on a bag of words and TFIDF (term frequency-inverse document frequency) approach. These features are used to train machine learning classifiers. Exhaustive experiments are conducted on existing twitter dataset and the accuracy obtained by logistic regression classifier is equal to 94.11% on detecting whether a particular tweet is hateful or not.",,978-1-7281-4042-1,10.1109/ICCUBEA47591.2019.9128428,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9128428,Bag of Words;TFIDF;Hate Speech,,learning (artificial intelligence);pattern classification;regression analysis;social networking (online);Web sites,hate speech detection;websites;different educational backgrounds;life every day;manual detection;aggressive language;violent language;offensive language;specific group;common property;ethnic group;hate content;TFIDF approach;term frequency-inverse document frequency;existing twitter dataset,,,,12,,30-Jun-20,,,IEEE,IEEE Conferences
Improving classification performance by extending documents terms,³q¹LÂX®i¤åÀÉ±ø´Ú¨Ó´£°ª¤ÀÃþ©Ê¯à,Widodo; W. C. Wibowo,"Faculty of Computer Science, University of Indonesia, Jakarta, Indonesia; Faculty of Computer Science, University of Indonesia, Jakarta, Indonesia",2014 International Conference on Data and Software Engineering (ICODSE),19-Mar-15,2014,,,1,5,"Classification is a technique in data mining for categorizing objects. Text Classification is re-challenged for classifying very short documents or text as shown in social media collection. This paper proposes a method to improve the performance of classification on short documents. In this work, we expand words in every document before the documents are classified We use TFIDF model, Hidden Markov Model k-means clustering, and Latent Semantic Indexing (LSI) for expanding documents. The results show that extending document term by just 1 word will increase its accuracy, while extending by 2,4, and 8 words tend to give stable results.",,978-1-4799-7996-7,10.1109/ICODSE.2014.7062657,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7062657,text classification;TFIDF model;Hidden Markov Model k-means;Latent Semantic Indexing;extend words,Accuracy;Hidden Markov models;Bayes methods;Bagging;Text categorization;Semantics,category theory;classification;data mining;hidden Markov models;indexing;pattern clustering;text analysis,documents terms;data mining;object categorization;text classification;TFIDF model;hidden Markov model;k-means clustering;latent semantic indexing;LSI,,1,,15,,19-Mar-15,,,IEEE,IEEE Conferences
"R-tfidf, a Variety of tf-idf Term Weighting Strategy in Document Categorization",R-tfidf¡A¤åÀÉ¤ÀÃþ¤¤ªº¦UºØtf-idf³N»y¥[Åvµ¦²¤,D. Zhu; J. Xiao,"Digital Dialogue Media Pty Ltd., Fremantle, WA, Australia; Sch. of Comput. & Security Sci., Edith Cowan Univ. Mt Lawley, Mt Lawley, WA, Australia","2011 Seventh International Conference on Semantics, Knowledge and Grids",1-Dec-11,2011,,,83,90,"Term weighting strategy plays an essential role in the areas related to text processing such as text categorization and information retrieval. In such systems, term frequency, inverse document frequency, and document length normalization are important factors to be considered when a term weighting strategy is developed. Term length normalization is proposed to give equal opportunities to retrieve both lengthy documents and shorter ones. However, terms in very short documents that may be useless for users, especially in the scenario of Web information retrieval, could be assigned very high weights, resulting in a situation where shorter documents are ranked higher than lengthy documents that are more relevant to users information needs. In this research, a new R-tfidf term weighting strategy is proposed to alleviate the side effects of document length normalization. Experimental results demonstrate the proposed approach can to some extent improve the performance of text categorization.",,978-1-4577-1323-1,10.1109/SKG.2011.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6088095,term-weighting;tf-idf;text categorization,Information retrieval;Text categorization;Training;Frequency estimation;Support vector machine classification;Time frequency analysis;Probabilistic logic,information retrieval;text analysis,R-tfidf;term weighting strategy;document categorization;text processing;inverse document frequency;document length normalization;information retrieval,,6,,20,,1-Dec-11,,,IEEE,IEEE Conferences
"TFIDF, LSI and multi-word in information retrieval and text categorization",TFIDF¡ALSI©M¦h¦r«H®§ÀË¯Á©M¤å¥»¤ÀÃþ,W. Zhang; T. Yoshida; X. Tang,"School of Knowledge Science, Japan Advanced Institute of Science and Technology, 1-1, Ashahidai, Tatsunokuchi, Ishikawa 923-1292, Japan; School of Knowledge Science, Japan Advanced Institute of Science and Technology, 1-1, Ashahidai, Tatsunokuchi, Ishikawa 923-1292, Japan; Institute of Systems Science, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing 100080, China","2008 IEEE International Conference on Systems, Man and Cybernetics",7-Apr-09,2008,,,108,113,"Text representation, which is a fundamental and necessary process for text-based intelligent information processing, includes the tasks of determining the index terms for documents and producing the numeric vectors corresponding to the documents. In this paper, multi-word, which is regarded as containing more contextual semantics than individual word and possessing the favorable statistical characteristics, is proposed as an alternative index terms in vector space model for text representation with theoretical support. We investigate the traditional indexing methods as TF*IDF (term frequency inverse document frequency) and LSI (latent semantic indexing) for comparative study. The performances of TF*IDF, LSI and multi-word are examined on the tasks of text classification, which includes information retrieval (IR) and text categorization (TC), in Chinese and English document collection respectively. We also attempt to tune the rescaling factor of LSI and observe its effectiveness in text classification. The experimental results demonstrate that TF*IDF and multi-word are comparable when they are used for IR and TC and LSI is the poorest one of them. Moreover, the rescaling factor of LSI has an insignificant influence on its effectiveness on text classification for both Chinese and English text classification.",1062-922X,978-1-4244-2383-5,10.1109/ICSMC.2008.4811259,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4811259,text representation;TF*IDF;LSI;multi-word;text classification,Large scale integration;Information retrieval;Text categorization;Indexing;Frequency;Text mining;Information processing;Context modeling;Mathematics;Data mining,information retrieval;text analysis,TFIDF;LSI;information retrieval;text categorization;text representation;text-based intelligent information processing;contextual semantics;vector space model;traditional indexing methods;term frequency inverse document frequency;latent semantic indexing;rescaling factor;text classification,,18,,22,,7-Apr-09,,,IEEE,IEEE Conferences
Genre Classification using Feature Extraction and Deep Learning Techniques,¨Ï¥Î¯S¼x´£¨ú©M²`«×¾Ç²ß§Þ³N¶i¦æÅéµô¤ÀÃþ,A. Kumar; A. Rajpal; D. Rathore,"Department of Computer Science and Engineering, Delhi Technological University, Delhi, India; Computer Science and Engineering, Delhi Technological University, Delhi, India; Computer Science and Engineering, Delhi Technological University, Delhi, India",2018 10th International Conference on Knowledge and Systems Engineering (KSE),13-Dec-18,2018,,,175,180,"Music genre refers to categorisation of music on the basis of interaction between artists, market forces, and culture. It helps to organize music into collections by indicating similarities between compositions or musicians. Automatic genre classification is non-trivial as it is difficult to distinguish between different genres. Many times the boundaries are not clearly defined and genres are overlapping. In this paper we present a novel approach to classify a list of songs present on Spotify into mainly four genres-Christian, Metal, Country, Rap. Two different kinds of data - lyrics and album artwork are used for the classification process. Two Natural Language Processing techniques namely bag-Of-Words and Term Frequency-Inverse Document Frequency (TFIDF) are used to process the lyrical data. We apply machine learning algorithms like Random Forest, Support Vector Machine (SVM), Naive Bayes, Linear Support Vector Classifier (Linear SVC) and eXtreme Gradient Boosting (XGBoost) on lyrical data and Deep Convolutional Neural Network (CNN) on the album artwork to predict the genre. On application of machine learning algorithms on lyrical data obtained from bag-Of-Words a mean precision of 75.96% and a mean f-score of 75.92% is achieved. On application of the same set of algorithms on lyrical data obtained from TFIDF a mean precision of 76.85% and a mean f-score of 77.38% is achieved. In both cases XGBoost outperforms all the other algorithms giving a maximum precision of 79.30% and 80.16% and a maximum f-score of 79.6% and 84.09% for bag-Of-Words and TFIDF respectively. On application of deep neural network on album artwork, a precision of 82.46% and a f-score of 81.84% is achieved.",,978-1-5386-6113-0,10.1109/KSE.2018.8573325,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8573325,Album Artwork;bag-of-Words;Convolutional Neural Network (CNN);Genre Classification;Lyrics;Term Frequency-Inverse Document Frequency (TFIDF),Modeling;Convolutional neural networks;Support vector machines;Music;Art;Knowledge engineering,feature extraction;feedforward neural nets;learning (artificial intelligence);music;natural language processing;pattern classification;support vector machines,feature extraction;music genre;compositions;musicians;automatic genre classification;genres-Christian;album artwork;classification process;bag-Of-Words;TFIDF;mean precision;mean f-score;deep neural network;deep learning techniques;natural language processing techniques;term frequency-inverse document frequency,,,,12,,13-Dec-18,,,IEEE,IEEE Conferences
Analyzing TF-IDF and Word Embedding for Implementing Automation in Job Interview Grading,¤ÀªRTF-IDF©M³æµü´O¤J¥H¦b¨DÂ¾­±¸Õµû¤À¤¤¹ê²{¦Û°Ê¤Æ,A. W. Romadon; K. M. Lhaksmana; I. Kurniawan; D. Richasdy,"Telkom University,School of Computing,Bandung,Indonesia; Telkom University,School of Computing,Bandung,Indonesia; Telkom University,School of Computing,Bandung,Indonesia; Telkom University,School of Computing,Bandung,Indonesia",2020 8th International Conference on Information and Communication Technology (ICoICT),13-Aug-20,2020,,,1,4,"Selecting the best talents from a large number of job applicants is challenging, especially for big companies that usually receive tens of thousands of applicants for every job opening. One of the most costly and time-consuming applicant selection stages is the interview process, since it usually performs face to face meetings and involves third parties to do the interviews and analyze the result. To this end, Human Capital Directorate at Telkom Indonesia adopts AI technology to automate some stages of job applicant selection to reduce manual process and third-party involvement. In this paper, we investigate appropriate feature extraction methods to automate job interview grading for reducing bias and human errors. TFIDF, one of the most popular feature extractions, is compared with word embedding to find the optimal method and parameters in classifying interview verbatims with ANN classifier. Based on the test results, the average accuracy for TFIDF outperforms word embedding by 85.22% against 74.88%, respectively. Therefore, for the case of job interview grading using our dataset, TF-IDF performs better to reduce the number of dimensions.",,978-1-7281-6142-6,10.1109/ICoICT49345.2020.9166364,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9166364,job applicant selection;feature extraction;TFIDF;word embedding;ANN,Feature extraction;Interviews;Machine learning;Mathematical model;Recruitment;Text categorization;Task analysis,feature extraction;neural nets;text analysis,implementing automation;job applicants;big companies;job opening;costly time-consuming;interview process;face meetings;Human Capital Directorate;job applicant selection;third-party involvement;appropriate feature extraction methods;automate job interview grading;TFIDF;popular feature extractions;word embedding;interview verbatims;analyzing TF-IDF,,,,19,,13-Aug-20,,,IEEE,IEEE Conferences
Automatic keyword extraction for the meeting corpus using supervised approach and bigram expansion,¨Ï¥ÎºÊ·þ¤èªk©MbigramÂX®i¦Û°Ê´£¨ú·|Ä³»y®Æ®wªºÃöÁä¦r,Fei Liu; Feifan Liu; Yang Liu,"Department of Computer Science, The University of Texas at Dallas, USA; Department of Computer Science, The University of Texas at Dallas, USA; Department of Computer Science, The University of Texas at Dallas, USA",2008 IEEE Spoken Language Technology Workshop,6-Feb-09,2008,,,181,184,"In this paper, we tackle the problem of automatic keyword extraction in the meeting domain, a genre significantly different from written text. For the supervised framework, we proposed a rich set of features beyond the typical TFIDF measures, such as sentence salience weight, lexical features, summary sentences, and speaker information. We also evaluate different candidate sampling approaches for better model training and testing. In addition, we introduced a bigram expansion module which aims at extracting ldquoentity bigramsrdquo using Web resources. Using the ICSI meeting corpus, we demonstrate the effectiveness of the features and show that the supervised method and the bigram expansion module outperform the unsupervised TFIDF selection with POS (part-of-speech) filtering. Finally, we show the approaches introduced in this paper perform well on the speech recognition output.",,978-1-4244-3471-8,10.1109/SLT.2008.4777870,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4777870,keyword extraction;meeting transcripts;TFIDF;feature selection,Data mining;Sampling methods;Filtering;Frequency;Computer science;Testing;Speech recognition;Supervised learning;Mutual information;Decision making,natural language processing;speech recognition,automatic keyword extraction;bigram expansion;supervised approach;written text;TFIDF measures;sentence salience weight;lexical features;summary sentences;ICSI meeting corpus;speech recognition output,,11,,14,,6-Feb-09,,,IEEE,IEEE Conferences
