Document Title,¤¤¤å¼ÐÃD,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Algorithm for clustering web documents,¸s¶°Web¤åÀÉªººâªk,Y. Stekh; F. M. E. Sardieh; M. Lobur; M. Dombrova,"CAD/CAM Department, Lviv Polytechnic National University, 12, S. Bandera Str., 79013, UKRAINE; CAD/CAM Department, Lviv Polytechnic National University, 12, S. Bandera Str., 79013, UKRAINE; CAD/CAM Department, Lviv Polytechnic National University, 12, S. Bandera Str., 79013, UKRAINE; CAD/CAM Department, Lviv Polytechnic National University, 12, S. Bandera Str., 79013, UKRAINE",2010 Proceedings of VIth International Conference on Perspective Technologies and Methods in MEMS Design,1-Jul-10,2010,,,187,187,The classical clastering algorithms work with vector based document models. In this paper we introduce graph-based representation of web documents and clustering algorithms that based on graph representation of web documents.,,978-966-2191-11-0,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5499290,Web document;clustering algorithm;maximum common subgraph,Clustering algorithms;Clustering methods;Web mining;Extraterrestrial measurements;Computer aided manufacturing;CADCAM,document handling;graph theory;Internet;pattern clustering,Web document clustering;classical clustering algorithms;vector based document models;graph based representation,,,,3,,1-Jul-10,,,IEEE,IEEE Conferences
A new hybrid approach for document clustering,¤@ºØ·sªº¤åÀÉ»EÃþ²V¦X¤èªk,O. Ismael,"Department of Information Systems, Faculty of Computers and Information, Cairo University, Giza, Egypt.",2017 13th International Computer Engineering Conference (ICENCO),12-Feb-18,2017,,,291,296,"K-means algorithm is a well-known clustering algorithm due to its simplicity. Unfortunately, the output of k-means depends on the initialization of cluster centroids. In this paper, we propose a new hybrid approach for document clustering which uses the outputs of single pass clustering (SPC) as an initialization for k-means algorithm. We aim to get the advantages of careful seeding with single pass clustering and the benefits of k-means algorithm. The experimental results state that the proposed approach outperforms traditional k-means algorithm in both unsupervised and supervised evaluation measures especially when the number of required clusters is increased.",2475-2320,978-1-5386-4266-5,10.1109/ICENCO.2017.8289803,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8289803,document clustering;single pass clustering;K-means;MapReduce,Clustering algorithms;Task analysis;Programming;Complexity theory;Big Data;Algorithm design and analysis;Software algorithms,document handling;pattern clustering,K-means algorithm;SPC;supervised evaluation measures;unsupervised evaluation measures;single pass clustering;cluster centroids;clustering algorithm;document clustering;hybrid approach;required clusters,,1,,21,,12-Feb-18,,,IEEE,IEEE Conferences
Clustering Web Retrieval Results Accompanied by Removing Duplicate Documents,¸s¶°WebÀË¯Áµ²ªG©î°£­«½Æ¤åÀÉ¦ñÀH,X. Li; Q. Yang; L. Zeng,"Sch. of Electr. & Electron. Eng., North China Electr. Power Univ., Baoding, China; Geophys. Exploration Technol. Lab., Center for Hydrogeology & Environ. Geol., Baoding, China; Sch. of Electr. & Electron. Eng., North China Electr. Power Univ., Baoding, China",2010 International Conference on Web Information Systems and Mining,13-Jan-11,2010,1,,259,261,"Since keyword-based search engine usually return large amount of results in which there are many unrelated documents and many documents with same content, automatic clustering technology is used to classify the retrieval results. While there are large amount of Web retrieval results, the clustering process usually costs long time and the clusters are not friendly to users since there are still many documents with same content. This paper proposed an improved clustering method by removing the duplicate documents from retrieval results. The removal operation is executed first in initial partition stage during clustering. Then it is executed again after the initial partition stage to remove the duplicate documents thoroughly. We proposed an efficient removal method in this stage. At last, we made experiment to verify our method.",,978-1-4244-8438-6,10.1109/WISM.2010.115,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5662322,clustering;web retrieval result;duplicate documents;k-means,Search engines;Frequency measurement;Clustering methods;Clustering algorithms;Heuristic algorithms;Fingerprint recognition;Support vector machine classification,document handling;Internet;pattern clustering;search engines,duplicate documents;keyword based search engine;unrelated documents;automatic clustering;Web retrieval results;clustering process,,1,,12,,13-Jan-11,,,IEEE,IEEE Conferences
Application of LSA space's dimension character in document multi-hierarchy clustering,LSAªÅ¶¡ºû«×¦b¤åÀÉ¦h¼h¦¸¸s¶°¤¤ªºÀ³¥Î,Yun-Feng Liu; Huan Qi; Xiang-En Hu; Zhi-Qiang Cai; Jian-Min Dai; Li Zhu,"Inst. of Syst. Eng., Huazhong Univ. of Sci. & Technol., Hubei, China; Inst. of Syst. Eng., Huazhong Univ. of Sci. & Technol., Hubei, China; NA; NA; NA; NA",2005 International Conference on Machine Learning and Cybernetics,7-Nov-05,2005,4,,2384,2389 Vol. 4,"In LSA space, dimensions corresponding to bigger singular values reflect the general concept of language elements, while dimensions corresponding to smaller singular values reflect particular concept of language elements. On this basis, different dimensions of LSA space are adopted for document clustering under various concept granularities. In addition, in the LSA-based algorithm of document clustering, better clustering results are obtained by taking the row vectors of document self-indexing matrix as the objects to be clustered, instead of the document vectors with low dimensionality.",2160-1348,0-7803-9091-1,10.1109/ICMLC.2005.1527343,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527343,Latent Semantic Analysis;Document Self-indexing Matrix;Document Multi-hierarchy Clustering;Concept Granularity,Matrix decomposition;Clustering algorithms;Space technology;Natural languages;Singular value decomposition;Frequency;Computer aided instruction;Systems engineering and theory;Intelligent systems;Text analysis,document handling;indexing;data mining;pattern clustering,LSA space dimension character;latent semantic analysis;document multihierarchy clustering;language elements;document self-indexing matrix;document vectors,,,,9,,7-Nov-05,,,IEEE,IEEE Conferences
Application of Genetic Algorithm in Document Clustering,¿ò¶Çºâªk¦b¤åÀÉ»EÃþ¤¤ªºÀ³¥Î,W. Jian-Xiang; L. Huai; S. Yue-hong; S. Xin-Ning,"Dept. of Inf. Sci., Nanjing Coll. for Population Programme Manage., Nanjing, China; NA; NA; NA",2009 International Conference on Information Technology and Computer Science,4-Aug-09,2009,1,,145,148,"By researching all kinds of methods for document clustering, we put forward a new dynamic method based on genetic algorithm (GA). K-means is a greedy algorithm, which is sensitive to the choice of cluster center and very easily results in local optimization. Genetic algorithm is a global convergence algorithm, which can find the best cluster centers easily. Among the traditional document clustering methods, the document similar matrix is a sparse matrix. In this paper, we propose some new formulas improved on the traditional method. Then, we make some improvement on genetic algorithm. All individuals are encoded by floating-point number and the sum of mean square deviation of intra-class distance is adopted as the objective function. The steps of the algorithm are given in detail. The experimental results show that the accuracy of GA can reach over 98 percent and generate better clustering result than K-means.",,978-0-7695-3688-0,10.1109/ITCS.2009.269,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5190037,Genetic Algorithm;Document Clustering;Optimal Cluster Center,Genetic algorithms;Clustering algorithms;Computer science;Greedy algorithms;Clustering methods;Sparse matrices;Information technology;Application software;Sun;Information science,document handling;genetic algorithms;greedy algorithms;number theory;pattern clustering;sparse matrices,document clustering;genetic algorithm;greedy algorithm;local optimization;global convergence algorithm;document similar matrix;sparse matrix;encoding;floating-point number;mean square deviation;intra-class distance;objective function,,6,,13,,4-Aug-09,,,IEEE,IEEE Conferences
Document clustering by fuzzy c-mean algorithm,³q¹L¼Ò½kC§¡­Èºâªk¶i¦æ¤åÀÉ»EÃþ,Thaung Thaung Win; Lin Mon,"University of Computer Studies, Mandalay, UCSM Yangon, Myanmar; University of Computer Studies, Mandalay, UCSM Yangon, Myanmar",2010 2nd International Conference on Advanced Computer Control,17-Jun-10,2010,1,,239,242,"Clustering documents enable the user to have a good overall view of the information contained in the documents. Most classical clustering algorithms assign each data to exactly one cluster, thus forming a crisp partition of the given data, but fuzzy clustering allows for degrees of membership, to which a data belongs to different clusters. In this system, documents are clustered by using fuzzy c-means (FCM) clustering algorithm. FCM clustering is one of well-know unsupervised clustering techniques. However FCM algorithm requires the user to pre-define the number of clusters and different values of clusters corresponds to different fuzzy partitions. So the validation of clustering result is needed. PBM index and F-measure are used for cluster validity.",,978-1-4244-5848-6,10.1109/ICACC.2010.5487022,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5487022,Fuzzy c-mean algorithm;Clulster Validity;Document Clustering;PBMindex,Clustering algorithms;Partitioning algorithms;Fuzzy sets;Clustering methods;Fuzzy systems;Spatial databases;Algorithm design and analysis;Topology;Navigation;Information retrieval,document handling;fuzzy set theory;pattern clustering,document clustering;fuzzy c-mean algorithm;unsupervised clustering techniques;fuzzy partitions;PBM index;F-measurement,,1,,7,,17-Jun-10,,,IEEE,IEEE Conferences
Semantic Structural Similarity for Clustering XML Documents,¸s¶°XML¤åÀÉªº»y¸qµ²ºc¬Û¦ü©Ê,T. Kim; J. Lee; J. Song,"Sch. of Comput. Sci. & Eng., Inha Univ., Incheon; Sch. of Comput. Sci. & Eng., Inha Univ., Incheon; Sch. of Comput. Sci. & Eng., Inha Univ., Incheon",2008 International Conference on Convergence and Hybrid Information Technology,9-Sep-08,2008,,,552,557,"The amount of XML documents is increasing rapidly. In order to analyze the information represented in XML documents efficiently, researches on XML document clustering are actively in progress. The key issue is how to devise the similarity measure between XML documents to be used for clustering. Since XML documents have hierarchical structure, it is not appropriate to cluster them by using a general document similarity measure. Previous works on similarity measure for XML document clustering have no consideration for the semantic information as they consider only the structural information. In this paper, we propose the novel similarity measure that concurrently considers both structural and semantic information of XML document. Our experiments show that the proposed method improve accuracy on the clustering from the semantic point of view, compared to the previous works.",,978-0-7695-3328-5,10.1109/ICHIT.2008.183,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4622883,XML document similarity;XML document Clustering;Semantic Structural Similarity,XML;Books;Data mining;Clustering algorithms;Music;Accuracy;Distance measurement,document handling;pattern clustering;XML,semantic structural similarity;XML document clustering;data representation,,1,,23,,9-Sep-08,,,IEEE,IEEE Conferences
An adaptive affinity propagation document clustering,¦Û¾AÀ³¿Ë©M¶Ç¼½¤åÀÉ¶°¸s,Y. He; Q. Chen; X. Wang; R. Xu; X. Bai; X. Meng,"Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China; Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China; Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China; Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China; Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China; Dept. of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, P.R. China",2010 The 7th International Conference on Informatics and Systems (INFOS),6-May-10,2010,,,1,7,"The standard affinity propagation clustering algorithm suffers from one limitation that it is hard to know the value of the parameter Â¿preferenceÂ¿ which can yield an optimal clustering solution. To overcome this limitation, in this paper we proposes an adaptive affinity propagation method. The method first finds out the range of Â¿preferenceÂ¿, then searches the space of Â¿preferenceÂ¿ to find a good value which can optimize the clustering result. We apply the method to document clustering and compare it with the standard affinity propagation and K-Means clustering method in real data sets. Experimental results show that our proposed method can get better clustering result.",,978-1-4244-5828-8,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5461817,Affinity propagation;adaptive clustering;document clustering;vector space model,Clustering algorithms;Clustering methods;Helium;Computer science;Optimization methods;Gene expression;Self organizing feature maps;Upper bound;Standards development,document handling;pattern clustering,adaptive affinity propagation;document clustering;preference parameter;K-means clustering,,,,11,,6-May-10,,,IEEE,IEEE Conferences
Formal concept analysis support for web document clustering based on social tagging,°ò©óªÀ¥æ¼Ð°OªºWeb¤åÀÉ»EÃþªº¥¿¦¡·§©À¤ÀªR¤ä«ù,Chunping Ouyang; Xiaohua Yang; Xiaoyun Li; Zhiming Liu,"School of computer science and technology, University of south china, Hengyang, China, 421001; School of computer science and technology, University of south china, Hengyang, China, 421001; School of computer science and technology, University of south china, Hengyang, China, 421001; School of computer science and technology, University of south china, Hengyang, China, 421001",2012 2nd International Conference on Uncertainty Reasoning and Knowledge Engineering,4-Oct-12,2012,,,304,307,"Web document clustering is one of the most important research branches of Clustering Analyzing. The objective of web document clustering is to meet the need of retrieving web document efficiently from massive information in Internet. Recently social tagging is the important form of document organization in web 2.0, and the tagging as a document descriptor is used to improve the effectiveness of web searching. But a web document usually belongs to various category of tagging, which may lead to the difficulty of browsing web document based on single tagging. This paper explores the use of Formal Concept Analysis (FCA) as mathematical tool to analyze the social tagging of web document, and presents a model for web document clustering based on tagging semantic. Furthermore, taking community web site Douban as an example, the model is applied to allow users to tag and serendipitously browse web document using Formal Concept Analysis.",,978-1-4673-1460-2,10.1109/URKE.2012.6319573,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6319573,formal concept analysis;social tagging;document clustering,Tagging;Context;Lattices;Semantics;Educational institutions;Analytical models,document handling;formal concept analysis;information retrieval;Internet;pattern clustering,formal concept analysis support;Web document clustering;social tagging;clustering analysis;Web document retrieval;Internet;document organization;Web 2.0;document descriptor;Web searching;FCA;semantic tagging;community Web site Douban;Web document browsing,,1,,14,,4-Oct-12,,,IEEE,IEEE Conferences
An evaluation of Hadoop cluster efficiency in document clustering using parallel K-means,¨Ï¥Î¨Ã¦æK§¡­Èµû¦ôHadoop¶°¸s¦b¤åÀÉ¶°¸s¤¤ªº®Ä²v,T. H. Sardar; Z. Ansari; A. Khatun,"Dept. of CSE, P.A. College of Engineering, Kolkata; Dept. of CSE and Dean (Research), P.A. College of Engineering, Kolkata; Tata Consultancy Services Ltd, Kolkata",2017 IEEE International Conference on Circuits and Systems (ICCS),29-Mar-18,2017,,,17,20,"One of the significant data mining techniques is clustering. Due to digitalization and globalization of each work space, large datasets are being generated rapidly. Such large dataset clustering is a challenge for traditional sequential clustering algorithms as it requires large execution time to cluster such datasets. Distributed parallel architectures and algorithms are thus helpful to achieve performance and scalability requirement of clustering large datasets. In this study, we design and experiment a parallel k-means algorithm using MapReduce programming model and compared the result with sequential k-means for clustering varying size of document dataset. The result demonstrates that proposed k-means obtains higher performance and outperformed sequential k-means while clustering documents.",,978-1-5090-6480-9,10.1109/ICCS1.2017.8325954,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325954,Clustering;Data Mining;MapReduce;Hadoop;Distributed Computing,Clustering algorithms;Conferences;Circuits and systems;Data mining;Programming;File systems;Containers,data mining;document handling;parallel programming;pattern clustering,Hadoop cluster efficiency;document clustering;parallel k-means;dataset clustering;execution time;scalability requirement;MapReduce programming model;document dataset;clustering documents;data mining techniques;sequential clustering algorithms,,,,17,,29-Mar-18,,,IEEE,IEEE Conferences
Documents clustering using quantum clustering algorithm,¨Ï¥Î¶q¤l»EÃþºâªk¸s¶°¤åÀÉ,R. Bhagawati; S. R. Laskar; B. Swain,"Department of Computer Science & Engineering, Assam University, Silchar, India; Department of Computer Science & Engineering, Assam University, Silchar, India; Department of Computer Science & Engineering, Assam University, Silchar, India","2016 International Conference on Microelectronics, Computing and Communications (MicroCom)",28-Jul-16,2016,,,1,4,"In the domain of Quantum Information processing (QIP), quantum clustering approach plays a vital role for processing information. The quantum clustering technique is basically used for providing effective information navigation and browsing mechanism. There are many classical approach of clustering the documents like k-means clustering algorithm, hierarchical clustering algorithm, information bottleneck clustering algorithm and many more. In this paper we proposed a clustering method which is based on quantum theory. For clustering the documents, such that which provides an agreeable result in comparison of existing classical approach.",,978-1-4673-6621-2,10.1109/MicroCom.2016.7522562,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7522562,Clustering;Document Clustering;Quantum Clustering,Clustering algorithms;Algorithm design and analysis;Mathematical model;Standards;Computer science;Semantics;Wave functions,pattern clustering;quantum computing;quantum theory,documents clustering;quantum clustering algorithm;quantum information processing;QIP;information navigation;browsing mechanism;k-means clustering algorithm;hierarchical clustering algorithm;information bottleneck clustering algorithm;quantum theory,,2,,19,,28-Jul-16,,,IEEE,IEEE Conferences
Clustering Algorithm Based on Semantic Distance for XML Documents,°ò©ó»y¸q¶ZÂ÷ªº»EÃþºâªkXML¤åÀÉ,L. Yang; J. Gu; H. Chen,"Coll. of Inf. Sci. & Eng., Wuhan Univ. of Sci. & Technol., Wuhan, China; NA; Coll. of Inf. Sci. & Eng., Wuhan Univ. of Sci. & Technol., Wuhan, China",2009 First International Workshop on Database Technology and Applications,18-Aug-09,2009,,,549,552,"As the information grows exponentially, it has become a new and basic requirement to reduce the querying area efficiently and accurately for information querying. This paper proposes a semantic distance based clustering algorithm for XML documents. It discusses the algorithm in two steps. Firstly, it forms some DTD clusters with all heterogeneous DTD documents by using the global semantic dictionary. Secondly, it computes the semantic distance between XML documents which corresponded certain DTD cluster, then build some finally XML clusters according threshold value given beforehand. Users can locate document cluster and query within this area without extending all over XML documents, and the querying results satisfying the users' requirements can be returned rapidly. The experiments show that this algorithm has good categorization function, and can facilitate information querying.",2167-194X,978-0-7695-3604-0,10.1109/DBTA.2009.134,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5207698,Semantic distance;Documents clustering;Heterogeneous,Clustering algorithms;XML;Databases;Heuristic algorithms;Dictionaries;Educational institutions;Application software;Information science;Data engineering;Computer science,document handling;pattern clustering;XML,clustering algorithm;semantic distance;XML document;global semantic dictionary;DTD cluster;document type definition,,,,15,,18-Aug-09,,,IEEE,IEEE Conferences
Text Document Clustering Based on the Modifying Relations,°ò©ó­×§ïÃö«Yªº¤å¥»¤åÀÉ¸s¶°,T. Weixin; Z. Fuxi,"Comput. Sch., Wuhan Univ., Wuhan; Comput. Sch., Wuhan Univ., Wuhan",2008 International Conference on Computer Science and Software Engineering,22-Dec-08,2008,1,,256,259,"Text document clustering plays an important role in the modern knowledge management. This paper addresses the task of developing an effective and efficient method of clustering the text document. To meet this requirement, we first extract the modifying relations (MR) from the sentences and then organize them as feature set for representing the document. A novel similarity measure is proposed on the basis of MR-vectors in this paper. We use agglomerative hierarchical clustering algorithm in the experimental work and compare the results with other previous studies.",,978-0-7695-3336-0,10.1109/CSSE.2008.1545,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4721737,Text mining;clustering;modifying relation;document representaion,Clustering algorithms;Clustering methods;Computer science;Software engineering;Educational institutions;Information technology;Knowledge management;Data mining;Text mining;Algorithm design and analysis,data structures;document handling;pattern clustering;text analysis,text document clustering;knowledge management;modifying relations;document representation;agglomerative hierarchical clustering algorithm,,2,,12,,22-Dec-08,,,IEEE,IEEE Conferences
